new_path;depth;product_count;merged_from_old_paths_count;old_paths
Záhrada > Odpudzovače a lapače hmyzu;1;44;1;
Záhrada > Brány a zvončeky > Bezdrátové zvončeky;2;44;1;
Auto-moto > Bezpečnosť > Zimní doplnky;2;43;1;
Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Brusivo;2;43;3;"Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Brusivo; Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Brusivo > Brúsne kotúče; Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Brusivo > Brúsne papiere"
Elektroinštalačný materiál > Ventilačné technika > Priemyselné ventilátory;2;43;4;"Elektroinštalačný materiál > Ventilačné technika > Priemyselné ventilátory; Elektroinštalačný materiál > Ventilačné technika > Priemyselné ventilátory > Ventilátory podľa typové rady VENTS; Elektroinštalačný materiál > Ventilačné technika > Priemyselné ventilátory > Ventilátory podľa typové rady VENTS > Ventilátory - typ OV; Elektroinštalačný materiál > Ventilačné technika > Priemyselné ventilátory > Ventilátory podľa typové rady VENTS > Ventilátory - typ TT pre"
Šport, hračky a voľný čas > Bojové športy > MMA rukavice;2;43;1;
Šport, hračky a voľný čas > Sportovní vybavenie > Kolobežky;2;43;1;
Náradie a dielňa > Dielenské vybavenie > Přeprava a skladování;2;43;1;Náradie a dielňa > Dielenské vybavenie > Přeprava a skladování > Organizéry
Šport, hračky a voľný čas > Fitness náradie a vybavenie;1;42;1;
Počítače a notebooky > Webkamery;1;42;1;
Profesionálna audio technika > Pódium, diskotéka, DJ > transportné kufre a racky;2;42;3;"Profesionálna audio technika > Pódium, diskotéka, DJ > transportné kufre a racky > Príslušenstvo k transportným kufrom a rackom; Profesionálna audio technika > Pódium, diskotéka, DJ > transportné kufre a racky > príslušenstvo > ostatné; Profesionálna audio technika > Pódium, diskotéka, DJ > transportné kufre a racky > rackové skrine"
Elektroinštalačný materiál > Osvetlenie > LED panely a podhľadová svetla;2;42;2;"Elektroinštalačný materiál > Osvetlenie > LED panely a podhľadová svetla; Elektroinštalačný materiál > Osvetlenie > LED panely a podhľadová svetla > LED podhľadové panely a svetlá"
Šport, hračky a voľný čas > Turistika > Čelové svietidlá;2;42;1;
Záhrada > Záhradné doplnky > Bazény a doplnky;2;42;2;"Záhrada > Záhradné doplnky > Bazény a doplnky; Záhrada > Záhradné doplnky > Bazény a doplnky > Bazénová chémia"
Šport, hračky a voľný čas > Sportovní vybavenie > Paddleboardy;2;42;1;
TV, audio a video > Príslušenstvo k TV, audio, video;1;41;1;
Dróny a RC modely > Batérie > Lítiové a NiMH;2;41;1;
Šport, hračky a voľný čas > Turistika > Turistické vybavenie;2;41;1;
Auto-moto > Nabíjanie > Autobatérie;2;41;1;
Malé spotrebiče > Meteostanice > Meteorologické stanice;2;41;1;Domáce spotrebiče > Malé spotrebiče > Meteostanice > Meteorologické stanice
Vstavané spotrebiče > Vstavané rúry > Vstavané pečúce rúry;2;40;1;Domáce spotrebiče > Vstavané spotrebiče > Vstavané rúry > Vstavané pečúce rúry
Šport, hračky a voľný čas > Elektrické bežecké pásy;1;40;1;
TV, audio a video > Antény a satelity > LNB konvertory;2;40;2;"TV, audio a video > Antény a satelity > LNB konvertory; TV, audio a video > Antény a satelity > LNB konvertory > Singl 1 TV"
Elektroinštalačný materiál > Elektromery a spínacie technika > Spínacie hodiny;2;40;3;"Elektroinštalačný materiál > Elektromery a spínacie technika > Spínacie hodiny > Analogové spínacie hodiny; Elektroinštalačný materiál > Elektromery a spínacie technika > Spínacie hodiny > Digitálne spínacie hodiny; Elektroinštalačný materiál > Elektromery a spínacie technika > Spínacie hodiny > Časové spínače na DIN"
Šport, hračky a voľný čas > Posilňovanie a fitness > Príslušenstvo pre posilňovanie – ostatné;2;40;1;
Náradie a dielňa > Kancelária a škola > Tlačiarne štítkov;2;39;2;"Náradie a dielňa > Kancelária a škola > Tlačiarne štítkov; Náradie a dielňa > Kancelária a škola > Tlačiarne štítkov > Štítky"
Šport, hračky a voľný čas > Outdoor > Kempingové vybavenie;2;39;1;
Elektroinštalačný materiál > Ističe a chrániče > Ističe AC;2;39;1;
Malé spotrebiče > Príprava nápojov > Filtračné kanvice;2;38;1;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Filtračné kanvice
Mobily, smart hodinky a tablety;0;38;1;
Počítače a notebooky > Herné príslušenstvo > Chladenie počítača;2;38;3;"Počítače a notebooky > Herné príslušenstvo > Chladenie počítača; Počítače a notebooky > Herné príslušenstvo > Chladenie počítača > Chladenie vodou; Počítače a notebooky > Herné príslušenstvo > Chladenie počítača > Ventilátory"
Bezpečnosť a smart domácnosť > Prvky výkonu > Smart kúrenie;2;38;2;"Bezpečnosť a smart domácnosť > Prvky výkonu > Smart kúrenie; Bezpečnosť a smart domácnosť > Prvky výkonu > Smart kúrenie > Termostaty"
Mobily, smart hodinky a tablety > Tablety > Grafické tablety;2;38;1;
Profesionálna audio technika > Pódium, diskotéka, DJ > Slúchadlá;2;38;2;"Profesionálna audio technika > Pódium, diskotéka, DJ > Slúchadlá; Profesionálna audio technika > Pódium, diskotéka, DJ > Slúchadlá > náhlavové"
Profesionálna audio technika > Káble, konektory a redukcie > Neutrik;2;38;3;"Profesionálna audio technika > Káble, konektory a redukcie > Neutrik > Jack; Profesionálna audio technika > Káble, konektory a redukcie > Neutrik > Ostatné; Profesionálna audio technika > Káble, konektory a redukcie > Neutrik > XLR"
Auto-moto > Bezpečnosť > Upínacie gumy a pásy;2;38;1;
Zdravie a starostlivosť;0;37;1;
Malé spotrebiče > Kuchynské potreby > Kuchynské váhy;2;37;1;Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby > Kuchynské váhy
Malé spotrebiče > Kávovary a espressá;1;37;1;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá
Malé spotrebiče > Meteostanice;1;37;1;Domáce spotrebiče > Malé spotrebiče > Meteostanice
Počítače a notebooky > Notebooky;1;37;1;
Fotovoltaika a energie > Záložné zdroje a UPS > Powerbanky;2;37;1;
Dróny a RC modely > Príslušenstvo pre drony > Tašky a kufre;2;37;1;
Fotovoltaika a energie > Meniče napätia;1;37;1;
Elektroinštalačný materiál > Rozvádzačové prvky > Modulární komponenty;2;37;1;
Fotovoltaika a energie > Fotovoltaika > Fotovoltaické príslušenstvo;2;37;1;
Elektroinštalačný materiál > Rozvádzačové prvky > Zdroje a zásuvky na DIN lištu;2;37;1;
Šport, hračky a voľný čas > Bojové športy > Chrániče holenie;2;37;1;
Bezpečnosť a smart domácnosť > Zabezpečenie > PIR čidlá;2;37;1;
Malé spotrebiče > Nádobie > Hrnce;2;36;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Hrnce
Zdravie a starostlivosť > Osobné váhy;1;36;1;
Zdravie a starostlivosť > Chovateľské potreby;1;36;1;
Profesionálna audio technika > Svetlá > Otočné hlavy a skenery;2;36;3;"Profesionálna audio technika > Svetlá > Otočné hlavy a skenery > Moving Heads Beam; Profesionálna audio technika > Svetlá > Otočné hlavy a skenery > Moving Heads Spot; Profesionálna audio technika > Svetlá > Otočné hlavy a skenery > Moving Heads Wash (pohyblivé hlavy)"
Bezpečnosť a smart domácnosť > Zabezpečenie;1;36;1;
TV, audio a video > Antény a satelity > SATELITNÉ PRIJÍMAČE;2;36;4;"TV, audio a video > Antény a satelity > SATELITNÉ PRIJÍMAČE; TV, audio a video > Antény a satelity > SATELITNÉ PRIJÍMAČE > Prijímače ULTRA HD 4K; TV, audio a video > Antény a satelity > SATELITNÉ PRIJÍMAČE > Prijímače s OS Linux; TV, audio a video > Antény a satelity > SATELITNÉ PRIJÍMAČE > Prijímače s UNI čítačkou"
Malé spotrebiče > Kuchynské potreby;1;35;1;Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby
Počítače a notebooky > Herné zariadenia > Konzolové hry;2;35;3;"Počítače a notebooky > Herné zariadenia > Konzolové hry; Počítače a notebooky > Herné zariadenia > Konzolové hry > Nintendo DS, 2DS, 3DS - hry; Počítače a notebooky > Herné zariadenia > Konzolové hry > Nintendo Switch - hry"
Malé spotrebiče > Vzduchotechnika;1;35;1;Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika
Náradie a dielňa > Ochranné pomôcky a odevy > Reflexní doplnky;2;35;1;
Malé spotrebiče > Hodiny a budíky > Budíky;2;35;1;Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Budíky
Auto-moto > Audio, Hi-Fi;1;35;1;
Malé spotrebiče > Fritézy a hrnce > Multifunkčné hrnce;2;34;1;Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Multifunkčné hrnce
Zdravie a starostlivosť > Starostlivosť o vlasy > Žehličky na vlasy, krepovací kliešte;2;34;1;
Zdravie a starostlivosť > Starostlivosť o vlasy > Zastrihávače;2;34;1;
Profesionálna audio technika > Tlmočnícke, sprievodcovské a konferenčné systémy > Bezdrôtový, sprievodcovský systém;2;34;3;"Profesionálna audio technika > Tlmočnícke, sprievodcovské a konferenčné systémy > Bezdrôtový, sprievodcovský systém; Profesionálna audio technika > Tlmočnícke, sprievodcovské a konferenčné systémy > Bezdrôtový, sprievodcovský systém > Nabíjačky a príslušenstvo k sprievodcovským systémom; Profesionálna audio technika > Tlmočnícke, sprievodcovské a konferenčné systémy > Bezdrôtový, sprievodcovský systém > vysielače"
Elektroinštalačný materiál > Inštalačné príslušenstvo > Hmoždinky a skrutky;2;34;1;
Auto-moto > Autokozmetika, Chémia > Interier;2;34;1;
Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází;2;34;3;"Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází; Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ UVB 100 A; Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ UVB 200 A"
Šport, hračky a voľný čas > Posilňovanie a fitness > Podložky;2;34;1;
Elektroinštalačný materiál > Rozvádzačové prvky > DIN lišty, průchodky a príslušenstvo;2;34;1;
Auto-moto > Karavany a obytná autá > Autochladničky;2;34;1;
Auto-moto > Vybavenie auta > Poistky;2;34;1;
Veľké spotrebiče > Sušičky;1;33;1;Domáce spotrebiče > Veľké spotrebiče > Sušičky
Kreatívne technológie > Laserové gravírovacie a rezacie stroje > Zariadenie;2;33;1;
Profesionálna audio technika > Pódium, diskotéka, DJ > Statívy a držiaky pre reproduktory;2;33;1;
TV, audio a video > TV stolíky a držiaky;1;33;1;
Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Jednozásuvkové;2;33;2;"Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Jednozásuvkové; Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Jednozásuvkové > Jednozásuvkové 230V"
Fotovoltaika a energie > Nabíjačky > Nabíjačky autobaterií;2;33;1;
Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Spínacie zásuvky;2;33;3;"Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Spínacie zásuvky > Do zásuvky; Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Spínacie zásuvky > Dálkově ovládané; Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Spínacie zásuvky > Na DIN lištu"
Náradie a dielňa > Drobné náradie a príslušenstvo > Sťahovacie pásky a spony;2;33;1;
TV, audio a video > Reproduktory > Drátové reproduktory;2;32;1;
Šport, hračky a voľný čas > Hračky;1;32;1;
Bezpečnosť a smart domácnosť > Osvetlenie;1;32;1;
Fotovoltaika a energie > Akumulátory a batérie > Gombíkové;2;32;1;
Auto-moto > Karavany a obytná autá > Nabíjačky batérií;2;32;1;Auto-moto > Karavany a obytná autá > Nabíjačky batérií > Autonabíjačky
Elektroinštalačný materiál > Inštalačné príslušenstvo > Rúrky a chráničky;2;32;2;"Elektroinštalačný materiál > Inštalačné príslušenstvo > Rúrky a chráničky; Elektroinštalačný materiál > Inštalačné príslušenstvo > Rúrky a chráničky > Chráničky (husí krk)"
Auto-moto > Autokozmetika, Chémia > Exterier;2;32;1;
Auto-moto > Audio, Hi-Fi > Displeje do autá;2;32;1;
Malé spotrebiče > Grily, pekárne, variče > Elektrické grily;2;31;1;Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Elektrické grily
Malé spotrebiče > Kuchynské roboty a krájače > Kuchynské roboty;2;31;1;Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Kuchynské roboty
Auto-moto > Bezdrôtové adaptéry CarPlay > Android Auto;2;31;1;
Kreatívne technológie > 3D skenery;1;31;1;
Foto a príslušenstvo > Selfie tyče > Statívy;2;31;1;
Šport, hračky a voľný čas > Outdoor > Rybárčenie;2;31;2;"Šport, hračky a voľný čas > Outdoor > Rybárčenie; Šport, hračky a voľný čas > Outdoor > Rybárčenie > Návnada lode"
Profesionálna audio technika > Svetlá > Svetlá – ostatné produkty;2;31;1;
Malé spotrebiče > Meteostanice > Bezdrátová čidlá;2;31;1;Domáce spotrebiče > Malé spotrebiče > Meteostanice > Bezdrátová čidlá
Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Zásuvky 230V;2;31;1;
Náradie a dielňa > SPÁJKOVACIE TECHNIKA > Lupy;2;31;1;
Fotovoltaika a energie > Nabíjačky > Nabíjačky pre olovené akumulátory;2;31;1;
Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Hriankovače;2;30;1;Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Hriankovače
Vstavané spotrebiče > Varné dosky > Indukčné varné dosky;2;30;1;Domáce spotrebiče > Vstavané spotrebiče > Varné dosky > Indukčné varné dosky
Počítače a notebooky > Herné príslušenstvo;1;30;1;
Foto a príslušenstvo > Skladovanie a preprava > Puzdrá a obaly;2;30;1;
Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;2;30;1;
Malé spotrebiče > Žehličky > Naparovacie žehličky;2;29;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Naparovacie žehličky
Foto a príslušenstvo > Príslušenstvo > Ostatné príslušenstvo k fotoaparátom;2;29;1;
Foto a príslušenstvo > Selfie tyče > Selfie tyče a držiaky;2;29;1;
Počítače a notebooky > Herné príslušenstvo > Príslušenstvo VR;2;29;1;
Záhrada > Záhradné zavlažovacie systémy;1;29;1;
Náradie a dielňa > MERACIE TECHNIKA > Infrateploměry a termokamery;2;29;1;
Auto-moto > Nabíjanie > Svorky na autobatérie;2;29;1;
Náradie a dielňa > MERACIE TECHNIKA > Meracie lasery;2;29;1;
Fotovoltaika a energie > Fotovoltaika > Elektromery;2;29;2;"Fotovoltaika a energie > Fotovoltaika > Elektromery > 1 fázové elektromery; Fotovoltaika a energie > Fotovoltaika > Elektromery > 3 fázové elektromery"
Šport, hračky a voľný čas > Posilňovanie a fitness > Posilňovacie lavice;2;29;1;
Elektroinštalačný materiál > Inštalačné príslušenstvo > Sťahovacie pásky;2;29;2;"Elektroinštalačný materiál > Inštalačné príslušenstvo > Sťahovacie pásky > Kovové sťahovacie pásky; Elektroinštalačný materiál > Inštalačné príslušenstvo > Sťahovacie pásky > Plastové sťahovacie pásky"
Počítače a notebooky > Sieťové prvky;1;28;1;
Veľké spotrebiče > Práčky > Príslušenstvo k práčkam a sušičkám;2;28;1;Domáce spotrebiče > Veľké spotrebiče > Práčky > Príslušenstvo k práčkam a sušičkám
Auto-moto;0;28;1;
Šport, hračky a voľný čas > Hračky > Autodráhy;2;28;1;
Malé spotrebiče > Nádobie > Panvice;2;28;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Panvice
Malé spotrebiče > Grily, pekárne, variče > Pece na pizzu;2;28;1;Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Pece na pizzu
Bezpečnosť a smart domácnosť > Príslušenstvo pre zabezpečovacie systémy;1;28;1;
Profesionálna audio technika > Pódium, diskotéka, DJ;1;28;1;
Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Výsuvné a vstavané zásuvky;2;28;1;
Auto-moto > Vybavenie auta > Meniče napätie;2;28;1;
Elektroinštalačný materiál > Rozvádzačové prvky > Můstky na nosnou lištu;2;28;2;"Elektroinštalačný materiál > Rozvádzačové prvky > Můstky na nosnou lištu; Elektroinštalačný materiál > Rozvádzačové prvky > Můstky na nosnou lištu > Kryté můstky (IP20)"
Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Vrtáky;2;28;3;"Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Vrtáky; Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Vrtáky > Sady vrtáků; Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Vrtáky > Vrtáky do dreva"
Elektroinštalačný materiál > Káble a vodiče > Dvojlinky;2;28;1;
Mobily, smart hodinky a tablety > Príslušenstvo > Držiaky na mobily;2;27;1;
Náradie a dielňa > Ostatné náradie a vybavenie dielne;1;27;1;
Profesionálna audio technika > Reproduktory > stredo-basové;2;27;1;
TV, audio a video > AV káble > Computer;2;27;2;"TV, audio a video > AV káble > Computer; TV, audio a video > AV káble > Computer > USB"
Elektroinštalačný materiál > Osvetlenie > LED stolové lampy;2;27;1;
Fotovoltaika a energie > Fotovoltaika > Solárne meniče napätie;2;27;1;
Elektroinštalačný materiál > Ističe a chrániče > Proudové chrániče;2;27;1;
Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom;2;26;1;Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom
Malé spotrebiče > Príslušenstvo k malým spotrebičom;1;26;1;Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom
Počítače a notebooky > Herné príslušenstvo > Herné podložky;2;26;2;"Počítače a notebooky > Herné príslušenstvo > Herné podložky; Počítače a notebooky > Herné príslušenstvo > Herné podložky > Podložky"
Záhrada > Zariadenia na čistenie bazénov;1;26;1;
Profesionálna audio technika > Reproduktory > výškové;2;26;1;
Profesionálna audio technika > Pódium, diskotéka, DJ > Príslušenstvo pre pódiové a DJ vybavenie;2;26;1;
Profesionálna audio technika > Pódium, diskotéka, DJ > Transportné kufre a racky pre audio techniku;2;26;1;
Profesionálna audio technika > Pódium, diskotéka, DJ > Príslušenstvo k reproduktorom;2;26;1;
TV, audio a video > Antény a satelity > SET-TOP-BOXY;2;26;2;"TV, audio a video > Antény a satelity > SET-TOP-BOXY; TV, audio a video > Antény a satelity > SET-TOP-BOXY > DVB-T2 H.265 HEVC"
TV, audio a video > Audio technika > Rádioprijímače;2;25;1;
Malé spotrebiče > Vzduchotechnika > Čističky vzduchu;2;25;1;Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Čističky vzduchu
Malé spotrebiče > Upratovacie pomôcky > Čistiace prostriedky;2;25;1;Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Čistiace prostriedky
Foto a príslušenstvo > Príslušenstvo > Pre stabilizátory;2;25;1;
Fotovoltaika a energie > Napájacie zdroje;1;25;1;
Auto-moto > Karavany a obytná autá;1;25;1;
Auto-moto > Nosiče kol > Príslušenstvo;2;25;1;
Auto-moto > Vybavenie auta > Clony a roletky;2;25;1;
Elektroinštalačný materiál > Inštalačné príslušenstvo > Izolačné pásky;2;25;1;
Náradie a dielňa > Stavebné a maliarske náradie;1;25;1;
Záhrada > Záhradné stroje > Náhradné diely pre krovinorezy;2;25;1;
Elektroinštalačný materiál > Ventilačné technika > Mřížky;2;25;1;
Auto-moto > Autokozmetika, Chémia > Umývacie a čistiace pomôcky;2;25;1;
Šport, hračky a voľný čas > Bojové športy > Lapy a bloky;2;25;1;
Malé spotrebiče > Príslušenstvo k malým spotrebičom > Filtre do vysávačov;2;24;1;Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Filtre do vysávačov
Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice;2;24;1;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice
TV, audio a video > Video technika > Kamery do autá;2;24;1;
Mobily, smart hodinky a tablety > Príslušenstvo;1;24;1;
Mobily, smart hodinky a tablety > Pamäťové karty;1;24;1;
Malé spotrebiče > Kuchynské príslušenstvo > Na varenie;2;24;1;Domáce spotrebiče > Malé spotrebiče > Kuchynské príslušenstvo > Na varenie
Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > Regulátory hlasitosti;2;24;1;
Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Navíjacie bubny;2;24;1;
Elektroinštalačný materiál > Inštalačné náradie a ostatné materiál;1;24;1;
Auto-moto > Garáž, Dielňa, Servis > Kompresory, hustilky;2;24;1;
Malé spotrebiče > Hodiny a budíky > Hodiny;2;24;1;Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny
Malé spotrebiče > Potreby pre domácnosť > Doplnky do domácnosti;2;24;2;"Domáce spotrebiče > Malé spotrebiče > Potreby pre domácnosť > Doplnky do domácnosti > Koše na tříděný odpad; Domáce spotrebiče > Malé spotrebiče > Potreby pre domácnosť > Doplnky do domácnosti > Ostatné doplnky do domácnosti"
Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Adaptéry a redukcie;2;24;3;"Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Adaptéry a redukcie; Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Adaptéry a redukcie > Redukcie a adaptéry; Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Adaptéry a redukcie > Rozbočovacie zásuvky"
Elektroinštalačný materiál > Ističe a chrániče > Prepínače napájení;2;24;1;
Počítače a notebooky > Tlačiarne a skenery;1;23;1;
Malé spotrebiče > Žehličky;1;23;1;Domáce spotrebiče > Malé spotrebiče > Žehličky
Malé spotrebiče > Nádobie > Termosky a termohrnčeky;2;23;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Termosky a termohrnčeky
TV, audio a video > Audio technika > Stojany pre reproduktory a slúchadlá;2;23;1;
Počítače a notebooky > Herné príslušenstvo > Mikrofóny;2;23;1;
Malé spotrebiče > Vzduchotechnika > Vykurovanie;2;23;1;Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovanie
Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > IP reproduktory a ozvučovacie systémy;2;23;1;
Náradie a dielňa > Dielenské vybavenie > Ultrazvukové čističe;2;23;1;
Elektroinštalačný materiál > Ističe a chrániče > Prepäťové ochrany AC;2;23;1;
Záhrada > Odpudzovače a lapače hmyzu > Odpudzovače kun a hlodavců;2;23;1;
Bezpečnosť a smart domácnosť > Kamerové systémy > IP SMART kamery;2;23;1;
Elektroinštalačný materiál > Inštalačné náradie a ostatné materiál > Rozběhové kondenzátory;2;23;1;
Elektroinštalačný materiál > Ističe a chrániče > Poistky;2;23;1;
Auto-moto > Prenosné lednice;1;23;1;
Počítače a notebooky > Pamäťové médiá > Externé disky;2;22;1;
Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Sendvičovače;2;22;1;Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Sendvičovače
Malé spotrebiče > Grily, pekárne, variče > Elektrické variče;2;22;1;Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Elektrické variče
Veľké spotrebiče > Chladničky > Monoklimatické chladničky;2;22;1;Domáce spotrebiče > Veľké spotrebiče > Chladničky > Monoklimatické chladničky
Vstavané spotrebiče > Vstavané umývačky riadu > Vstavané umývačky 60 cm;2;22;1;Domáce spotrebiče > Vstavané spotrebiče > Vstavané umývačky riadu > Vstavané umývačky 60 cm
Malé spotrebiče > Vysávače > Podlahové vysávače;2;22;1;Domáce spotrebiče > Malé spotrebiče > Vysávače > Podlahové vysávače
Malé spotrebiče > Kuchynské potreby > Ostatné kuchynské potreby;2;22;1;Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby > Ostatné kuchynské potreby
Bezpečnosť a smart domácnosť > Osvetlenie > Stropné svietidlá;2;22;1;
Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart centrály;2;22;1;
Bezpečnosť a smart domácnosť > Prvky výkonu > Smart zámky;2;22;1;
Náradie a dielňa;0;22;1;
Malé spotrebiče;0;22;1;Domáce spotrebiče > Malé spotrebiče
Profesionálna audio technika > Pódium, diskotéka, DJ > PA ozvučovacie systémy pre pódium a DJ;2;22;1;
Profesionálna audio technika > Tlmočnícke, sprievodcovské a konferenčné systémy > Konferenčný systém;2;22;1;
Profesionálna audio technika > Svetlá > Diskotékové a pódiové svetelné efekty;2;22;1;
Náradie a dielňa > Mechanické náradie;1;22;1;
Mobily, smart hodinky a tablety > GSM nabíjačky;1;22;1;
Mobily, smart hodinky a tablety > USB káble > USB-C káble;2;22;1;
TV, audio a video > Diaľkové ovládače > DVD;2;22;1;
Elektroinštalačný materiál > Ventilačné technika > Gravitační žaluzie a klapky;2;22;2;"Elektroinštalačný materiál > Ventilačné technika > Gravitační žaluzie a klapky; Elektroinštalačný materiál > Ventilačné technika > Gravitační žaluzie a klapky > Gravitační žaluzie bez nadstavce (na omítku)"
Náradie a dielňa > MERACIE TECHNIKA > Měřidla;2;22;1;
Elektroinštalačný materiál > Ističe a chrániče > Stykače;2;22;1;
TV, audio a video > TV stolíky a držiaky > S odsazením a náklonem;2;22;1;
Záhrada > Brány a zvončeky > Príslušenstvo pre pohony vrat;2;22;1;
Náradie a dielňa > MERACIE TECHNIKA > Nivelačné prístroje;2;22;1;
Náradie a dielňa > Stavebné a maliarske náradie > Malířství a natěračství;2;22;2;"Náradie a dielňa > Stavebné a maliarske náradie > Malířství a natěračství; Náradie a dielňa > Stavebné a maliarske náradie > Malířství a natěračství > Štětky"
Elektroinštalačný materiál > Elektromery a spínacie technika > Pohybová čidlá;2;22;1;
Malé spotrebiče > Kuchynské roboty a krájače > Krájače potravín;2;21;1;Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Krájače potravín
TV, audio a video > Diaľkové ovládače;1;21;1;
Veľké spotrebiče > Mikrovlnné rúry;1;21;1;Domáce spotrebiče > Veľké spotrebiče > Mikrovlnné rúry
Mobily, smart hodinky a tablety > USB káble;1;21;1;
Foto a príslušenstvo > Fotoateliér > Softboxy;2;21;1;
Profesionálna audio technika > Náradia, Do It Yourself, napájanie, meracia technika;1;21;1;
Profesionálna audio technika > Reproduktory;1;21;1;
Fotovoltaika a energie > Napájacie zdroje > USB adaptéry;2;21;1;
Náradie a dielňa > Dielenské vybavenie > Kufre a organizéry na náradie;2;21;2;"Náradie a dielňa > Dielenské vybavenie > Kufre a organizéry na náradie; Náradie a dielňa > Dielenské vybavenie > Kufre a organizéry na náradie > Kufre na náradie"
Náradie a dielňa > MERACIE TECHNIKA > Príslušenstvo k meracie technice;2;21;1;
Bezpečnosť a smart domácnosť > Smart domácnosť > Osvetlenie;2;21;1;
Elektroinštalačný materiál > Montážne skrine a rozvádzače > Skrine pre kamerové systémy;2;21;1;
Malé spotrebiče > Meteostanice > Stanice s připojením k počítači;2;21;1;Domáce spotrebiče > Malé spotrebiče > Meteostanice > Stanice s připojením k počítači
Auto-moto > Karavany a obytná autá > Ostatné doplnky;2;21;1;
Elektroinštalačný materiál > Osvetlenie > Záhradné svietidlá;2;21;1;
Veľké spotrebiče > Vinotéky a vitríny;1;20;1;Domáce spotrebiče > Veľké spotrebiče > Vinotéky a vitríny
