"Requested_prod_id","Requested_GTIN(EAN/UPC)","Requested_Icecat_id","ErrorMessage","Supplier","Prod_id","Icecat_id","GTIN(EAN/UPC)","Category","CatId","ProductFamily","ProductSeries","Model","Updated","Quality","On_Market","Product_Views","HighPic","HighPic Resolution","LowPic","Pic500x500","ThumbPic","Folder_PDF","Folder_Manual_PDF","ProductTitle","ShortDesc","ShortSummaryDescription","LongSummaryDescription","LongDesc","Short Marketing Text","SEO Title","SEO Description","SEO Keywords","ProductGallery","ProductGallery Resolution","ProductGallery ExpirationDate","360","EU Energy Label","EU Product Fiche","PDF","Video/mp4","Other Multimedia","ProductMultimediaObject ExpirationDate","ReasonsToBuy","Bullet Points","Variant_prod_id","Variant_GTIN(EAN/UPC)","EPREL ID","Your product ID","Specs 1","Specs 2","Specs 3","Specs 4","Specs 5","Specs 6","Specs 7","Specs 8","Specs 9","Specs 10","Specs 11","Specs 12","Specs 13","Specs 14","Specs 15","Specs 16","Specs 17","Specs 18","Specs 19","Specs 20","Specs 21","Specs 22","Specs 23","Specs 24","Specs 25","Specs 26","Specs 27","Specs 28","Specs 29","Specs 30","Specs 31","Specs 32","Specs 33","Specs 34","Specs 35","Specs 36","Specs 37","Specs 38","Specs 39","Specs 40","Specs 41","Specs 42","Specs 43","Specs 44","Specs 45","Specs 46","Specs 47","Specs 48","Specs 49","Specs 50","Specs 51","Specs 52","Specs 53","Specs 54","Specs 55","Specs 56","Specs 57","Specs 58","Specs 59","Specs 60","Specs 61","Specs 62","Specs 63","Specs 64","Specs 65","Specs 66","Specs 67","Specs 68","Specs 69","Specs 70","Specs 71","Specs 72","Specs 73","Specs 74","Specs 75","Specs 76","Specs 77","Specs 78","Specs 79","Specs 80","Specs 81","Specs 82","Specs 83","Specs 84","Specs 85","Specs 86","Specs 87"
"","8592920104026","101409708","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1527101400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592920105986","96718510","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO3402123000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592920106006","96718465","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO3402124000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592920123492","119464419","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ATO-1908742500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","3800157655217","138617395","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","V-TAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TIP-08831550","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4053199547487","85264738","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOLTCRAFT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TOC-1693354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5412810330294","80352835","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Nedis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NED-CSGG49510YE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5412810286409","71362471","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Nedis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NED-JECL110WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592733021077","110105028","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","GARNI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MS-GARNI 925T","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5907678819567","98253492","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","WIWA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WIWAMINIL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083041990","120524046","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","FALA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-75675","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8594163278311","77971801","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Tesla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TES300R2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5412810326266","79847781","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Nedis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NED-RDFM3100YW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8054242081589","132214907","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Superior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUP-SUPTBB002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8054242081572","132215064","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Superior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUP-SUPTBB001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592733020742","79586501","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","GARNI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MS-GARNI 520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592920104101","95800836","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO2606170000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4019588139732","109233443","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","TechniSat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0001/3973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5412810447053","118524131","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Nedis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ATO-WIFIVCL002CBK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5412810455065","124135781","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Nedis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ATO-WIFICI12CWT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5412810450466","119480560","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Nedis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ATO-TVSM5840BK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5412810249343","33411201","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Valueline","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KABUTP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4891199183904","75083398","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","GP Lighting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1451703300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592920068380","85987984","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1525731407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5907718926682","71285398","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Aroma car","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-am92668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5907718926705","71285309","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Aroma car","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-am92670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592920058190","96101363","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1908045020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592920064016","87359164","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO2101106010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4016138628869","30036665","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOLTCRAFT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TOC-121944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083012938","120524526","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOREL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-64385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4029665004600","29524848","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Technoline","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MS-WT 460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083833908","120526351","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Yato","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TOC-YT-83390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592920096055","96246632","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1550052000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083069833","120528851","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOREL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TOC-TO-06983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083900419","77065713","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Yato","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TOC-YT-0041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592733021022","111425041","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","GARNI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MS-GARNI 204 OneCare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592718011017","122327247","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Solight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ABT-A500004571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592718021894","71534555","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Solight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOL-WN26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5412810307364","75287724","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Nedis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NED-ANORFM10ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8595689800376","89581481","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","TESLA Electronics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IST-DBTTE00001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4019588029361","131352714","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","TechniSat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0000/2936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4019588510227","139145831","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","TechniSat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T00025102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8718699613211","93528075","","Philips by Signify","61321100","93528075","8718699613211","Halogénové lampy","1164","","","61321100","20260707105355","ICECAT","1","25192","https://images.icecat.biz/img/gallery/93528075_8588763655.jpg","277x313","https://images.icecat.biz/img/gallery_lows/93528075_8588763655.jpg","","https://images.icecat.biz/img/gallery_thumbs/93528075_8588763655.jpg","https://icecat.biz/rest/product-pdf?productId=93528075&lang=sk","","Philips 61321100 halogénová lampa 26 W G9 G","","Philips 61321100, 26 W, G9, T11, 2000 h, 250 lm, 100","Philips 61321100. Výkon lampy: 26 W, Typ krytu lampy: G9, Veľkosť žiarovky: T11, Životnosť žiarovky: 2000 h, Svetelný tok: 250 lm, Color Rendering Index (CRI): 100, Faktor sily: 1, Stmievateľné","","","","","","https://images.icecat.biz/img/gallery/93528075_8588763655.jpg","277x313","","","","","","","","","","","","","","PHILIPSG925W","Výkon","Výkon lampy: 26 W","Typ krytu lampy: G9","Životnosť žiarovky: 2000 h","Svetelný tok: 250 lm","Teplota farieb: 2650 K","Typ povrchu: Vymazať","Stmievateľné: Áno","Veľkosť žiarovky: T11","Color Rendering Index (CRI): 100","Faktor sily: 1","Štartovací čas: 0 s","Sila","Trieda energetickej účinnosti: G","Spotreba energie na 1000 hodín: 26 kWh","Stupnica energetickej účinnosti: A až G","Vstupné napätie: 230 V","Prúd žiarovky: 110 mA","Hmotnosť a rozmery","Hmotnosť: 4 g","Údaje o balení","Šírka balenia: 70 mm","Hĺbka balenia: 25 mm","Výška balenia: 25 mm","Hmotnosť vrátane balenia: 8 g","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8595025301499","14608179","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1902140200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8595025372574","29519410","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1905030030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8595025392640","19562378","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1908242503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8595025394767","26172777","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1909050503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8595025386052","26172763","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1909080152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592920017395","62536332","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1606025000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4029665701004","26170147","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Technoline","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MS-MA10001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083223808","120522095","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Sthor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-22380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083239991","120522253","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Sthor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-23999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083251665","120522806","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOREL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-25166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083342455","120528886","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOREL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-34245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083385001","120521510","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","TOYA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-38500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083385155","120521511","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","TOYA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-38515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083400421","120525165","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOREL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-40042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083400438","120525166","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOREL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-40043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083423031","120525215","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOREL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-42303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083423055","120525214","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOREL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-42305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083452017","120521178","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOREL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-45201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5906083516405","120521662","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","TOYA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CMP-TO-51640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
