kod;nazov;light;light_stock;nekonecny;full_stock;dalsia_dodavka;dostupnost
077509;Tester SMD UNI-T UT116C;1;378;0;378;;Skladom
077510;Digitálny multimeter UNI-T UT60BT s Bluetooth;1;390;0;390;;Skladom
077511;Infračervený teplomer UNI-T UT306C;1;224;0;226;;Skladom
077512;Bezkontaktný tachometer UNI-T UT373;1;428;0;428;;Skladom
077513;Merač luxov UNI-T UT381A;1;143;0;143;;Skladom
077514;Merač vzdialenosti UNI-T LM120A;1;346;0;346;;Skladom
077515;UNI-T UT501A tester izolačného odporu;1;460;0;460;;Skladom
077516;UNI-T UT521 tester uzemnenia;1;321;0;321;;Skladom
077517;Tester autobatérií UNI-T UT673A;1;599;0;599;;Skladom
077518;Detektor drôtov UNI-T UT25CL;1;250;0;250;;Skladom
077572;Antireflexná tvrdená fólia Sunnylife pre Osmo Pocket 3;1;43;0;43;;Skladom
077573;Ochranné puzdro Sunnylife s popruhom pre Osmo Pocket 3 (čierne);1;17;0;17;23.11.2026;Skladom
077576;Ochranné puzdro Sunnylife s popruhom pre Osmo Pocket 3 (ružové);0;;0;0;;Na objednávku
077577;Ochranné puzdro Sunnylife s popruhom pre Osmo Pocket 3 (modré);0;;0;0;;Na objednávku
077578;SN986 úložné puzdro s popruhom RC-N3/2/1;0;;0;0;;Na objednávku
077579;Sunnylife anti-shock spona pre DJI Flip;1;39;0;39;;Skladom
077580;Kryt objektívu Sunnylife pre DJI Flip (čierny);1;66;0;66;;Skladom
077581;Ochranné kryty vrtúľ Sunnylife pre DJI Flip (čierne);1;3;0;3;;Skladom
077582;Ochranné kryty vrtúľ Sunnylife pre DJI Flip (sivé);0;;0;0;;Na objednávku
077583;Ochranné kryty vrtúľ Sunnylife pre DJI Flip (oranžové);0;;0;0;;Na objednávku
077584;Ochranné kryty vrtúľ Sunnylife pre DJI Flip (červené);0;;0;0;;Na objednávku
077586;Sunnylife upgrade podvozku pre DJI Flip (sivý);0;;0;0;;Na objednávku
077587;Sunnylife upgrade podvozku pre DJI Flip (oranžový);0;;0;0;;Na objednávku
077585;Magnetická základňa Sunnylife pre Osmo Pocket 3;1;49;0;49;;Skladom
077589;Multifunkčná taška cez rameno Sunnylife for DJI RS 4 Mini;1;60;0;60;;Skladom
077590;Puzdro Sunnylife a krytka objektívu pre RC 2/1;1;93;0;93;23.11.2026;Skladom
073822;Súprava nálepiek Telesin pre držiak J-Hook pre športové kamery (GP-BRK-004);1;119;0;119;23.11.2026;Skladom
075479;Fén na vlasy MOVA Shine 10 (zlatý);1;33;0;33;;Skladom
077245;Webová kamera OBSBOT Tail 2;1;31;0;31;;Skladom
075480;Fén na vlasy MOVA Shine 10 (strieborný);0;;0;45;;Na objednávku
076649;Sušič vlasov MOVA Flip 10;1;149;0;149;05.10.2026;Skladom
075478;Čistiaci robot MOVA V50 Ultra (biely);1;55;0;55;;Skladom
077614;Kovové puzdro Telesin pre kameru DJI ACTION 3/4/5;1;1;0;1;03.11.2026;Skladom
077616;Úložná taška Telesin EVA pre DJI Action 3/4/5 (veľkosť L);0;;0;0;22.09.2026;Dostupné od 22.09.2026
077617;Úložná taška Telesin pre DJI Osmo Pocket 3;1;21;0;21;;Skladom
075477;MOVA V50 Ultra Complete čistiaci robot (biely);1;75;0;75;;Skladom
077701;Herné slúchadlá Cooler Master CH351-MC (zeleno-ružové);0;;0;0;;Na objednávku
077620;Diaľkové ovládanie GoPro Hero 13/12/11/10/9/8/MAX;1;188;0;188;22.09.2026;Skladom
074539;Bebird EarSight Plus otoskop s kamerou na čistenie uší (modrý);1;258;0;260;;Skladom
075538;Stolná lampa Yeelight Z1 (skladacia);1;16;0;16;;Skladom
075542;Stolná lampa Yeelight Jasmine (dobíjacia);1;85;0;85;23.10.2026;Skladom
075549;Herný svetelný panel Yeelight Cube Lite;1;20;0;20;23.10.2026;Skladom
075541;Nočné svetlo Yeelight Jelly 4 Plus so senzorom súmraku (zásuvka USB C);1;116;0;116;07.10.2026;Skladom
075709;Inteligentné stropné svietidlo Yeelight Arwen 500D.;1;155;0;155;;Skladom
075710;Inteligentné stropné svietidlo Yeelight Arwen 600D;1;101;0;101;07.10.2026;Skladom
076636;Súprava nožov pre kosiace roboty MOVA 600 a 1000;0;;0;0;;Na objednávku
076637;Kefa na čistenie radaru kosiaceho robota MOVA 600 a 1000;0;;0;0;;Na objednávku
076638;Čistiaca súprava pre kosiace roboty MOVA 600 a 1000;0;;0;0;;Na objednávku
076639;Garáž pre kosiace roboty MOVA 600 a 1000;0;;0;0;06.10.2026;Dostupné od 06.10.2026
076640;Terénne kolesá pre žacieho robota MOVA 1000;0;;0;0;;Na objednávku
076641;Spojovací modul pre žací robot MOVA 600 a 1000;0;;0;0;;Na objednávku
076642;Nabíjacia stanica pre žacie roboty MOVA 600 a 1000 [1,5 A].;0;;0;0;;Na objednávku
076643;Nabíjacia stanica pre žacieho robota MOVA 1000 [3A].;0;;0;0;;Na objednávku
077445;Nástenná nabíjačka Besen SQ20-7KW-APP pre elektromobily;1;35;0;35;29.09.2026;Skladom
077440;Nástenná nabíjačka Besen SQ20-11KW-APP pre elektromobily;1;32;0;32;29.09.2026;Skladom
077441;Nástenná nabíjačka Besen SQ20-22KW-APP pre elektromobily;1;108;0;108;29.09.2026;Skladom
077649;Vysávač Roborock Qrevo Edge T (biely);0;;0;0;;Na objednávku
077913;Kefa na úpravu vlasov Rojeco s funkciou pary (biela);1;12;0;13;28.09.2026;Skladom
077914;Zastrihávač/strojček pre domáce zvieratá Rojeco LED;0;;0;0;28.09.2026;Dostupné od 28.09.2026
077915;Hračka/laser pre zvieratá Rojeco;1;5;0;5;28.09.2026;Skladom
077963;Čelová baterka Superfire TH06, 600 lm, USB-C;1;84;0;84;;Skladom
077964;Latarka Superfire TN02,1800lm, USB-C;1;110;0;110;;Skladom
077962;Superfire TH04-S,1000lmm USB-C čelová baterka;1;223;0;223;;Skladom
077965;Latarka Superfire L20, 5000lm, USB-C;1;111;0;111;;Skladom
077966;Svetlo Superfire BTL05 na bicykli;1;22;0;22;;Skladom
077967;Svetlo Superfire BL30 na bicykli;1;101;0;101;;Skladom
077873;Ochranná fólia Puluz 3 v 1 pre Insta 360 Ace Pro 2;1;132;0;132;;Skladom
077871;Puluz 132 Led foto lampa;1;88;0;88;;Skladom
077872;Teleskopický statív Puluz, 2 m;1;21;0;21;22.09.2026;Skladom
077868;Ochranné puzdro Puluz pre DJI Mic Mini (čierne);1;47;0;47;;Skladom
077869;Ochranné puzdro Puluz pre DJI Mic 2 (čierne);1;13;0;13;;Skladom
077870;Nastaviteľný držiak pre sporotomické fotoaparáty Puluz so svorkou;1;52;0;52;;Skladom
077866;Magnetický držiak na krk Puluz pre športové kamery;1;69;0;69;;Skladom
077867;Rozšíriteľný statív Puluz so selfie tyčou;1;41;0;41;23.11.2026;Skladom
077860;Statív Puluz pre športové kamery (1,4 m);1;16;0;16;22.09.2026;Skladom
077863;Puluz statív pre telefón so selfie tyčou (1,4 m);1;1;0;1;;Skladom
077820;Dvojfarebné štítky do tlačiarne T50*30-230 (biele);1;207;0;207;;Skladom
077821;T50*30-230 Dvojfarebné štítky do tlačiarne (žlté);1;169;0;169;;Skladom
077031;Bezdrôtové slúchadlá TWS QCY Crossky R70 (čierne);0;;0;0;;Na objednávku
077033;Bezdrôtové slúchadlá QCY Crossky R70 (sivé);1;41;0;41;;Skladom
078020;Tvrdené sklo Sunnylife pre RC PRO 2 (2 kusy);1;83;0;83;;Skladom
077765;Širokouhlý objektív Freewell 2 v 1 pre FUJI X100VI/X100V;1;5;0;5;;Skladom
077764;Teleobjektív Freewell pre FUJI X1000VI/X100V 1,5x (čierny);0;;0;0;;Na objednávku
077760;Rýchloupínač Freewell s držiakom na statív;1;3;0;3;;Skladom
077759;Sada filtrov Freewell pre DJI O4 Air Unit Pro;1;20;0;21;24.09.2026;Skladom
077755;Euti Freewell pre Iphone 15 PRO s držiakom 17 mm;1;13;0;13;;Skladom
077754;Puzdro Freewell pre Iphone 15 PRO MAX so 17 mm držiakom;1;12;0;12;;Skladom
077753;Puzdro Freewell pre Samsung S25 Ultra so 17 mm držiakom;1;12;0;12;;Skladom
077752;Puzdro Freewell pre Samsung S24 Ultra so 17 mm držiakom;1;4;0;4;;Skladom
077949;3D tlačiareň Creality K1-SE;0;;0;0;;Na objednávku
077950;Creality Falcon A1 10W laserový gravírovací stroj;0;;0;0;28.09.2026;Dostupné od 28.09.2026
077951;Creality Falcon 2 Pro S 22W laserový gravírovací stroj;0;;0;0;28.09.2026;Dostupné od 28.09.2026
077952;Creality Falcon 2 Pro S 40W laserový gravírovací stroj;1;15;0;15;;Skladom
078067;Súprava príslušenstva pre vysávač MOVA E20 Plus, E20 Pro Plus;1;50;0;50;;Skladom
078068;Súprava príslušenstva pre vysávač MOVA E20, E20 Pro;1;130;0;130;;Skladom
078070;Súprava príslušenstva pre vysávač MOVA P50 PU, P50 U;1;276;0;276;;Skladom
078071;Súprava príslušenstva pre vysávač MOVA V50 U, P50s U;1;229;0;231;05.10.2026;Skladom
078075;Vrecko na prach pre vysávač MOVA E20 Plus, E20 Pro Plus 4L [3 ks].;1;45;0;45;;Skladom
078077;Vrecko na prach do vysávača MOVA Z50 Ultra 4L [3 ks].;1;127;0;127;05.10.2026;Skladom
078081;Prachový filter pre vysávač MOVA Z50 Ultra [2 kusy].;1;176;0;176;05.10.2026;Skladom
078082;Filter vysávača MOVA K30/K30Mix/X4/X4Pro/X4Mix [1 ks].;1;289;0;291;;Skladom
078091;Hlavná kefa pre vysávač MOVA Z50 Ultra;1;128;0;128;;Skladom
078092;Podložky na vysávanie pre vysávač MOVA E10, E20, E20 Plus, E20 Pro Plus, E20 Pro [2 kusy].;1;60;0;60;;Skladom
078098;Mopovacie podložky pre vysávač MOVA P10 Ultra, P10 Pro Ultra, E30 Ultra, P50 PU, V50 U, P50 U [4 kusy].;1;133;0;133;05.10.2026;Skladom
078088;Bočné mopovacie podložky pre vysávač MOVA Z50 Ultra [2 kusy].;1;286;0;286;05.10.2026;Skladom
078090;Neutralizátor zápachu na čistenie podláh pre MOVA V50 U, Z60 P 1L;1;908;0;910;05.10.2026;Skladom
077697;Bezdrôtový robot na čistenie bazénov WYBOT C2 Pro Vision;1;51;0;51;;Skladom
078094;Univerzálny prostriedok na čistenie podláh pre modely MOVA K10, K10 Pro, K30, K30 Mix, K20 Pro, X4 Pro, M10, M50 Ultra, 500 ml;1;1261;0;1263;;Skladom
077032;Bezdrôtové slúchadlá QCY Crossky R70 (zelené);0;;0;0;;Na objednávku
077034;Bezdrôtové slúchadlá QCY Crossky R70 (modré);0;;0;0;;Na objednávku
078089;Viacúčelový čistič na podlahy MOVA P10 Ultra, P10 Pro Ultra, S20 Ultra, P20 Ultra, G30S Ultra, P50 PU, V50 U, P50s U, P50 U 1L;1;9929;0;9939;05.10.2026;Skladom
077357;Mikrofón Hohem (2TX + 1RX + nabíjacie puzdro )Typ-C;1;70;0;70;;Skladom
075495;Reproduktory Edifier R1280T 2.0 (čierne);1;132;0;132;29.09.2026;Skladom
070875;Slúchadlá TWS Edifier X3 Pro (ružové);0;;0;0;;Na objednávku
075492;Slúchadlá TWS Edifier X3 Pro (sivé);0;;0;0;;Na objednávku
077592;Inteligentné hodinky Zeblaze GTS 3 GPS (sivé);0;;0;0;;Na objednávku
075494;Bezdrôtové slúchadlá Edifier LolliClip s otvorenými ušami (biele);0;;0;0;;Na objednávku
074873;Bezdrôtové slúchadlá Edifier W280NB Pro (biele);0;;0;0;28.09.2026;Dostupné od 28.09.2026
078169;Zoštíhľujúca maska na tvár ANLAN 01-ASLY41-001;1;258;0;258;;Skladom
078189;Puzdro Sunnylife AQX-20 pre Mavic 4 PRO & RC 2 c;1;107;0;107;;Skladom
078190;Sunnylife MJ996 otočný magnetický držiak pre Action 5 Pro/ 360 X5/ Pocket 3;1;4;0;4;;Skladom
078191;Sunnylife ZJ942-D držiak na bicykel pre Action 5 Pro/ Insta360 GO 3S/ GoPro 13;1;20;0;20;;Skladom
078192;Sunnylife ZJ942-R držiak na bicykel pre Action 5 Pro/ Insta360 GO 3S/ GoPro 13;1;18;0;18;;Skladom
078194;Držiak ovládača Sunnylife GS998 pre RC Plus 2;0;;0;0;;Na objednávku
078195;Sunnylife FP-B978 prepravné puzdro pre DJI Flip;1;40;0;40;;Skladom
078196;Sunnylife AQX-18 prepravné puzdro pre OSMO ACTION 5 Pro/4/3;1;81;0;81;;Skladom
077645;Náhradná hlavica pre elektrickú zubnú kefku MOVA Fresh / Fresh Pro (biela) [3pcs];1;140;0;140;05.10.2026;Skladom
077646;Náhradná hlavica Sensitive pre elektrickú zubnú kefku MOVA Fresh / Fresh Pro (biela) [3pcs];1;143;0;143;05.10.2026;Skladom
077935;Inteligentný WiFi prepínač Meross MSS715MA-UN (Matter);1;34;0;34;;Skladom
077936;Inteligentný nástenný vypínač Meross MSS815MA-UN WiFi (Matter);1;106;0;106;;Skladom
077937;Inteligentný roletový spínač Meross MRS105MA-EU WiFi (Matter);1;901;0;901;;Skladom
077938;Inteligentná LED žiarovka Meross MSL120 WiFi (HomeKit) (štvorbalenie);1;89;0;89;;Skladom
077941;Detektor dymu a oxidu uhoľnatého Meross CS11-EU;1;69;0;69;29.09.2026;Skladom
078240;Puzdro Sunnylife do kontroléra DJI RC PRO 2;1;34;0;34;;Skladom
078241;Kryt Sunnylife pre DJI Mavic 4 PRO;0;;0;0;;Na objednávku
078247;Bezdrôtové slúchadlá QCY Crossky C50 (sivé);1;143;0;143;06.10.2026;Skladom
078246;Bezdrôtové slúchadlá QCY Crossky C50 (biele);1;180;0;181;;Skladom
078248;Bezdrôtový adaptér Carlinkit MINI ULTRA Carplay a Android auto;1;1859;0;1860;;Skladom
078249;Bezdrôtový adaptér Carlinkit TBOX-S2P Carplay&Android auto;1;41;0;41;;Skladom
078265;PULUZ silikónové ochranné puzdro s krytom objektívu pre Insta360 X5 (čierne);1;164;0;164;;Skladom
078266;Vodotesné puzdro Puluz pre kameru Insta360 X5;1;32;0;32;27.10.2026;Skladom
078267;Kovové ochranné puzdro PULUZ pre Insta360 X5;1;18;0;18;27.10.2026;Skladom
078268;Krytky objektívov Puluz pre kameru Insta360 X5 (nacvakávacie);1;15;0;15;23.11.2026;Skladom
078269;Krytky objektívov Puluz pre kameru Insta360 X5;1;10;0;10;27.10.2026;Skladom
077959;Bezdrôtový adaptér Ottocast PCS50 a AI asistent OTTOAIBOX NANO;1;44;0;44;;Skladom
078270;Silikónový stojan PULUZ pre kameru Insta360 X5;1;67;0;67;26.11.2026;Skladom
077960;Bezdrôtový adaptér Ottocast CA505-T MINI 2 v 1;1;196;0;196;;Skladom
078328;Sada filtrov FREEWELL pre DJI Mavic 4 Pro All Day (8ks);1;19;0;19;;Skladom
078359;PetKit PURA MAX 2 vrecká na odpadky;1;334;0;339;22.09.2026;Skladom
078329;Sada ND filtrov FREEWELL pre DJI Mavic 4 Pro Standard Day (4ks);1;8;0;8;24.09.2026;Skladom
078330;Sada filtrov FREEWELL pre DJI Mavic 4 Pro ND/PL Bright Day (4ks);1;26;0;26;;Skladom
078360;PetKit PURA MAX 2 rohožka/utierka na odpadky.;0;;0;0;22.09.2026;Dostupné od 22.09.2026
078361;N50 eliminátor zápachu pre Petkit PURA MAX 2/PRO litter box;1;418;0;420;22.09.2026;Skladom
078331;Sada filtrov FREEWELL pre DJI Mavic 4 Pro Everyday (4ks);1;15;0;15;;Skladom
078332;Sada filtrov FREEWELL pre DJI Mavic 4 Pro Gradient (2ks);1;6;0;6;;Skladom
078333;CPL FREEWELL filter pre DJI Mavic 4 Pro;1;12;0;13;;Skladom
078336;UV filter FREEWELL pre DJI Mavic 4 Pro;1;2;0;2;;Skladom
078338;Filter Glow Mist 1/4 FREEWELL pre DJI Mavic 4 Pro;1;13;0;13;;Skladom
078340;Delený filter ND8/ND4 FREEWELL pre DJI Mavic 4 Pro;0;;0;0;;Na objednávku
078343;Delený filter ND64/ND32 FREEWELL pre DJI Mavic 4 Pro;1;8;0;8;;Skladom
078344;ND4/PL hybridný filter FREEWELL pre DJI Mavic 4 Pro;1;19;0;19;;Skladom
078345;Hybridný filter ND8/PL FREEWELL pre DJI Mavic 4 Pro;1;5;0;5;;Skladom
078346;Hybridný filter ND16/PL FREEWELL pre DJI Mavic 4 Pro;0;;0;0;;Na objednávku
078348;Hybridný filter ND64/PL FREEWELL pre DJI Mavic 4 Pro;1;1;0;1;;Skladom
078381;Nožný spínač xTool pre sériu F1;0;;0;0;;Na objednávku
075749;Počítačová skriňa Darkflash DB460M (čierna);1;500;0;500;;Skladom
075750;Počítačová skriňa Darkflash DB460M (biela);1;335;0;335;;Skladom
075753;Počítačová skriňa Darkflash TH285M (čierna);0;;0;0;22.09.2026;Dostupné od 22.09.2026
073033;Počítačový zdroj Darkflash PMT 80 Plus Gold 850W;1;110;0;110;;Skladom
075751;Počítačová skriňa Darkflash DB330M Mesh (čierna);1;329;0;329;;Skladom
075752;Počítačová skriňa Darkflash DB330M Mesh (biela);1;241;0;241;;Skladom
075754;Počítačová skriňa Darkflash TH285M (biela);1;46;0;46;22.09.2026;Skladom
075755;Počítačový zdroj Darkflash PMT 80 Plus Gold 750W;1;238;0;238;;Skladom
076370;Počítačová skriňa Darkflash DS900WS (čierna) + 4 ventilátory;1;286;0;286;;Skladom
076371;Počítačová skriňa Darkflash DS900WD (čierna) + 4 ventilátory;1;358;0;358;;Skladom
078405;Silikónové puzdro Telesin 2.0 pre GoPro Hero 13/12/11;1;116;0;117;03.11.2026;Skladom
078409;Akumulátor Telesin pre GoPro Hero 13;1;4;0;4;;Skladom
078442;Neewer BR60 5" klipové kruhové svetlo / stolový stojan;1;59;0;59;23.11.2026;Skladom
078410;Nabíjačka Telesin pre DJI Osmo Action 5 pro;1;58;0;58;23.11.2026;Skladom
078411;Držiak Telesin na motocykel pre športové kamery;0;;0;0;27.10.2026;Dostupné od 27.10.2026
078412;Kovové puzdro Telesin pre DJI Osmo Action 5 (čierne);1;52;0;52;;Skladom
078413;Kovové puzdro Telesin pre DJI Osmo Action 5 (modré);1;46;0;46;;Skladom
078414;Silikónové puzdro Telesin pre DJI Osmo Action 5;1;76;0;76;;Skladom
078415;Kovové puzdro Telesin pre GoPro Hero 13;1;6;0;6;29.09.2026;Skladom
078416;Držiak Telesin na selfie pre športové kamery (150 cm);1;3;0;3;22.09.2026;Skladom
078443;Držiak s prísavkou 1/4 palca Neewer CA013 pre športové kamery (DJI Action, GoPro, Insta360);1;9;0;9;15.10.2026;Skladom
078421;Filter ND64 Telesin do DJI Osmo Action 5 Pro / 4 / 3;0;;0;0;22.09.2026;Dostupné od 22.09.2026
078422;Sada filtrov CPL, ND 8/16/32 Telesin pre DJI Action 5 Pro / 4 /3;0;;0;0;22.09.2026;Dostupné od 22.09.2026
078444;Neewer BP66 štúdiový set dve LED lampy + filtre + statívy;0;;0;0;15.10.2026;Dostupné od 15.10.2026
078445;Neweer SP-02 rýchloupínací adaptér pre telefón Arca;1;18;0;18;15.10.2026;Skladom
078424;Hliníkové puzdro Telesin pre GoPro Hero 13;1;11;0;11;;Skladom
078425;Bezdrôtový mikrofón TELESIN + powerbanka pre telefóny (USB-C);1;3;0;3;;Skladom
078433;Magnetický držiak Telesin pre Insta 360 Ace Pro 2/ Ace Pro;0;;0;0;22.09.2026;Dostupné od 22.09.2026
078446;Neewer TP-M200 200 cm statív;1;10;0;10;;Skladom
078426;Telesin 1,8 m selfie držiak / statív;0;;0;0;29.09.2026;Dostupné od 29.09.2026
078427;Držiak s diaľkovým ovládaním Bluetooth Telesin so svorkou pre telefóny;1;25;0;25;;Skladom
078447;Neewer SC320 C-stand 128 cm osvetľovací statív;0;;0;0;;Na objednávku
078432;Súprava filtrov Telesin CPL/ND8/ND16/ND32 pre Insta360 Ace Pro 2 / Ace Pro;0;;0;0;22.09.2026;Dostupné od 22.09.2026
078448;Neewer BL48B LED magnetické selfie svetlo;0;;0;0;;Na objednávku
078428;Držiak MagSafe Telesin s diaľkovým ovládaním Bluetooth;1;20;0;20;;Skladom
078449;Neweer TL97C RGB LED farebné foto svetlo;1;19;0;19;15.10.2026;Skladom
078431;Ice Cube Telesin selfie svetlo s držiakom na telefón;1;9;0;9;23.11.2026;Skladom
078430;Selfie svetlo Telesin s magnetickým držiakom telefónu;1;18;0;18;29.09.2026;Skladom
078452;Neewer GM76 179 cm statív / monopod;1;9;0;9;15.10.2026;Skladom
078453;Neewer N55C 168 cm statív / trojnožka;0;;0;0;15.10.2026;Dostupné od 15.10.2026
078454;Recenzia monitora 7" F700;0;;0;0;15.10.2026;Dostupné od 15.10.2026
078455;Neweer TL21C RGB LED farebné foto svetlo;1;18;0;18;15.10.2026;Skladom
078457;Oválny blesk Neewer Z2PRO-C pre Canon;0;;0;0;15.10.2026;Dostupné od 15.10.2026
078502;Postroj Puluz pre športové kamery;1;27;0;27;;Skladom
078537;Chladnička na nápoje Euhomy BR001-110 s objemom 91 l (strieborná);0;;0;0;13.10.2026;Dostupné od 13.10.2026
078538;Autochladnička Euhomy CF001, 55 l;0;;0;0;;Na objednávku
078540;Autochladnička Euhomy CF003, 35 l;0;;0;0;;Na objednávku
077717;Generátor dymu Ancel S160 na detekciu úniku;1;19;0;19;;Skladom
077718;Diagnostický detektor úniku Ancel S3000;1;43;0;43;;Skladom
077719;Diagnostický detektor úniku Ancel L300;1;49;0;49;;Skladom
077721;Tester obvodov Ancel PB500;1;24;0;24;;Skladom
077723;Diagnostický skener OBD2 Ancel VD700;0;;0;0;27.10.2026;Dostupné od 27.10.2026
077724;Diagnostický skener OBD2 Ancel BM700;1;23;0;23;;Skladom
077725;Diagnostický skener OBD2 Ancel BZ700;1;68;0;68;;Skladom
077726;Profesionálny automobilový diagnostický skener OBD2 Ancel X6;1;171;0;171;27.10.2026;Skladom
077727;Ancel DS200 OBD2 automobilový skener;1;186;0;186;;Skladom
077735;Diagnostický skener motocyklov Ancel MT700;1;17;0;17;;Skladom
078546;Výrobník ľadu Euhomy IM08, 1,2 l, 12 kg (strieborný);0;;0;0;13.10.2026;Dostupné od 13.10.2026
078548;Euhomy IM011 Výrobník ľadu, 1,2 l, 12 kg (čierny);1;8;0;8;13.10.2026;Skladom
077734;Diagnostický skener motocyklov Ancel MT100;1;6;0;6;;Skladom
078550;Autochladnička Euhomy CF004, 18 l;1;3;0;3;;Skladom
078552;Autochladnička Euhomy CF001-35GR, 30 l;0;;0;0;;Na objednávku
078572;Akumulátor Telesin pre GoPro Hero 13;0;;0;0;22.09.2026;Dostupné od 22.09.2026
078573;Puzdro Telesin pre športové kamery (vrátane Insta360 Ace Pro 2, DJI Action 5 Pro, GoPro 13);0;;0;0;22.09.2026;Dostupné od 22.09.2026
078574;UV filter Telesin do DJI Osmo Action 5 Pro / 4 / 3;0;;0;0;22.09.2026;Dostupné od 22.09.2026
078418;Telesin osvetlenie / svetlo pre DJI Action 5 Pro / 4 / 3;0;;0;0;23.11.2026;Dostupné od 23.11.2026
078579;Puzdro na batérie Sunnylife 2 pre DJI Mavic 4 PRO;1;10;0;10;23.11.2026;Skladom
078581;Ochranné puzdro Sunnylife pre DJI Osmo Pocket 3;1;62;0;62;;Skladom
078600;Inteligentný miniprepínač WiFi Sonoff MINI-RBS;1;1251;0;1251;23.10.2026;Skladom
078658;Puzdro Sunnylife s remienkom na zápästie pre Insta360 X5;1;53;0;53;;Skladom
078662;Základňa Sunnylife / Základňa pre kameru Insta360 X5;1;42;0;42;;Skladom
077354;Klávesnica pre bezpečnostný systém X-Sense SKP0A;1;224;0;224;;Skladom
077355;Senzor pohybu X-Sense SMS0A PIR;1;206;0;206;;Skladom
076563;Teplomer na grilovanie mäsa SONOFF BMT01;1;332;0;332;23.10.2026;Skladom
078716;Budík Blitzwolf BW-FW10 s nabíjačkou 2xUSB-A, 4xUSB-C, 240W;1;129;0;129;16.10.2026;Skladom
078717;Blitzwolf BW-S31 2xUSB-A, 4xUSB-C, PD, 240W sieťová nabíjačka.;1;168;0;168;;Skladom
078718;Blitzwolf BW-i113 GaN, USB-A, 3xUSB-C, 105W sieťová nabíjačka;1;92;0;92;;Skladom
078673;Prenosný bodový zvárač FNIRSI SWM-10 2 v 1;1;836;0;836;27.10.2026;Skladom
078674;Multifunkčný tester kondenzátorov a tranzistorov FNIRSI LCR-P1;1;1000;0;1000;;Skladom
078675;Detektor jadrového žiarenia FNIRSI GC-01;1;703;0;703;;Skladom
078676;FNIRSI LCR-ST1 mini inteligentný digitálny pinzetový tester;1;540;0;540;;Skladom
078677;FNIRSI 2C53T 3 v 1 prenosný osciloskop multimeter generátor signálu;1;593;0;593;27.10.2026;Skladom
078678;Prenosný mini osciloskop FNIRSI DSO152;1;140;0;140;;Skladom
078679;Generátor signálu osciloskopu 2 v 1 FNIRSI 1014D;1;85;0;85;27.10.2026;Skladom
078680;Meter hluku FNIRSI FDM01;1;244;0;244;;Skladom
078681;Prenosný tabletový osciloskop FNIRSI 1013D 7";1;56;0;56;;Skladom
078683;Interný batériový merač odporu FNIRSI HRM-10;1;871;0;874;;Skladom
078684;Digitálny kliešťový meter FNIRSI DMC-100;1;507;0;510;;Skladom
078685;Prenosný mini osciloskop 3 v 1 FNIRSI DSO-TC4;1;109;0;110;;Skladom
078686;Tester USB 2w1 FNIRSI FNAC-28 USB-C USB-A;1;374;0;374;27.10.2026;Skladom
078687;FNIRSI DPS150 DC programovateľný mini laboratórny napájací zdroj;1;354;0;354;;Skladom
078688;Digitálne nočné videnie FNIRSI NVS-40 so záznamom v rozlíšení 4K HD;1;149;0;149;;Skladom
077817;Súprava hrotov pre otoskopy Bebird R1/M9s/T15/D3 Pro;0;;0;0;;Na objednávku
078728;Herný set - základňa R3 + volant ES + pedále SRP-Lite + svorky Moza Racing R3 RS074 (PC);1;3405;0;3405;22.09.2026;Skladom
078730;Baza na joystick Moza Racing AY210 (PC);1;30;0;30;;Skladom
078731;Základňa volantu MOZA RACING R12 V2 RS081 (PC);1;233;0;233;22.09.2026;Skladom
078732;Herný volant Moza Racing RS V2 RS25;1;255;0;255;;Skladom
078733;Základňa volantu MOZA RACING R9 V3 RS080 (PC);1;670;0;670;06.11.2026;Skladom
078734;Moza Racing MTLP AS009 Panel pre vzlet a pristátie (PC);1;46;0;46;;Skladom
078735;Wolant Moza Racing MFY Yoke AS012 (PC);1;26;0;26;;Skladom
078736;Sada plynového pedálu CRP2 + aktívny univerzálny pedál mBooster MOZA RACING mBooster Pedálová sada RS082 (PC);0;;0;0;16.10.2026;Dostupné od 16.10.2026
078737;Moza Racing mBooster RS076 aktívny univerzálny pedál (PC);1;20;0;20;;Skladom
078738;Herný volant Moza Racing Vision GS RS064 (PC);1;7;0;7;;Skladom
078739;Koleso MOZA RS068 FSR V2 (PC);1;86;0;86;;Skladom
078740;Panel plynu MOZA AS008 MTP (PC);0;;0;0;22.09.2026;Dostupné od 22.09.2026
078741;Moza Racing CM2 RS072 displej;1;107;0;107;;Skladom
078742;Moza Racing RS062 svorka volantu pre stôl;1;228;0;228;06.11.2026;Skladom
078743;Moza Racing RS050 adaptér na volant + univerzálny HUB;1;159;0;159;;Skladom
078744;Kryt plynového pedálu pre CRP2 MOZA RACING RS073;1;69;0;69;;Skladom
078745;Súprava na zvýšenie výkonu pre pedále CRP2 Moza Racing RS069;1;281;0;281;22.09.2026;Skladom
078749;CRP2 spätné uchytenie pedálov Moza Racing RS075;1;82;0;82;;Skladom
078750;MOZA RACING RS061 predĺženie stĺpika riadenia;0;;0;0;22.09.2026;Dostupné od 22.09.2026
078751;Držiak pre pedále mBooster/CRP/CRP2 Moza Racing RS083;1;18;0;18;;Skladom
078752;Moza Racing modul osi Z AS003;1;50;0;50;;Skladom
