ean;stara_url;stary_nazov;stara_kategoria;najdena_kategoria;cesta_kategorie;nova_url_kategorie;skore;pocet_zhod;istota
AST-345;https://premiumstore.sk/baterie-lifepo4-12-8v-345ah-solarfam-ast-345-s-vyhrevem-bluetooth#75147;Baterie LiFePO4 12,8V 345Ah SOLARFAM AST-345 s výhřevem, Bluetooth;Druhy | ENERGIE | Akumulátory | LiFePO4 akumulátory;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;25.95;4;VYSOKA
MPL-1200-12;https://premiumstore.sk/zalozni-zdroj-mhpower-mpl-1200-12-ups-1200w-12v-cisty-sinus-podpora-lifepo4#75146;Záložní zdroj MHPower MPL-1200-12 UPS 1200W 12V čistý sinus podpora LiFePO4;Druhy | ENERGIE | Záložní zdroje a UPS | Záložní zdroje pro oběhová čerpadla;Záložné zdroje pre oběhová čerpadlá;Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá;zalozne-zdroje-pre-obehova-cerpadla;27.28;4;VYSOKA
MPL-1050-12;https://premiumstore.sk/zalozni-zdroj-mhpower-mpl-1050-12-ups-1050w-12v-cisty-sinus-podpora-lifepo4#75145;Záložní zdroj MHPower MPL-1050-12 UPS 1050W 12V čistý sinus podpora LiFePO4;Druhy | ENERGIE | Záložní zdroje a UPS | Záložní zdroje pro oběhová čerpadla;Záložné zdroje pre oběhová čerpadlá;Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá;zalozne-zdroje-pre-obehova-cerpadla;27.28;4;VYSOKA
WPU-1050-12;https://premiumstore.sk/zalozni-zdroj-mhpower-wpu-1050-12-ups-1050w-cisty-sinus-12v#75135;Záložní zdroj MHPower WPU-1050-12, UPS, 1050W, čistý sinus, 12V;Druhy | ENERGIE | Záložní zdroje a UPS | Záložní zdroje pro oběhová čerpadla;Záložné zdroje pre oběhová čerpadlá;Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá;zalozne-zdroje-pre-obehova-cerpadla;27.28;4;VYSOKA
MPU-1600-12;https://premiumstore.sk/zalozni-zdroj-mhpower-mpu-1600-12-ups-1600w-12v-cisty-sinus#75118;Záložní zdroj MHPower MPU-1600-12 UPS 1600W 12V čistý sinus;ws.PEN Kategorie | Baterie,zdroje,nabíječky | Měniče napětí | 12V/230V;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;13.31;2;VYSOKA
MPU-1200-12;https://premiumstore.sk/zalozni-zdroj-mhpower-mpu-1200-12-ups-1200w-12v-cisty-sinus#75117;Záložní zdroj MHPower MPU-1200-12 UPS 1200W 12V čistý sinus;ws.PEN Kategorie | Baterie,zdroje,nabíječky | Měniče napětí | 12V/230V;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;13.31;2;VYSOKA
8001636952017;https://premiumstore.sk/kabelova-vyvodka-pg-9-scame-805-3341-ip66-4-8mm-s-matici#75056;Kabelová vývodka PG-9 SCAME 805.3341, IP66, 4-8mm, s maticí;Druhy | ELEKTROINSTALAČNÍ MATERIÁL | Rozvaděčové prvky | DIN lišty, průchodky a příslušenství;DIN lišty, průchodky a príslušenstvo;Elektroinštalačný materiál > Rozvádzačové prvky > DIN lišty, průchodky a príslušenstvo;din-listy--pruchodky-a-prislusenstvo;20.36;3;VYSOKA
P0055U;https://premiumstore.sk/cestovni-univerzalni-adapter-emos-p0055u-pro-cizince-do-stredni-evropy-1-usb-c-1-usb-a#74542;SKROSS Cestovní univerzální adaptér EMOS P0055U pro cizince do střední Evropy, 1×USB-C, 1×USB-A;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
KSP-D-B;https://premiumstore.sk/kabelova-stresni-pruchodka-s-mc4-konektory-cerna-double#74494;Xtend Solarmi Kabelová střešní průchodka s MC4 konektory, černá - DOUBLE;;Konektory MC4;Fotovoltaika a energie > Fotovoltaika > Konektory pre fotovoltaiku > Konektory MC4;konektory-mc4;13.20;2;VYSOKA
H4067;https://premiumstore.sk/kamera-emos-ip-1200-wasp-h4067-gosmart-venkovni-bateriova-otocna-s-wi-fi-a-solarnim-panelem#74424;Kamera EMOS IP-1200 WASP /H4067/ GoSmart venkovní bateriová otočná s Wi-Fi a solárním panelem;HITYshop | Elektronika | SMART produkty | Chytrá domácnost | SMART IP kamery;IP kamery;Bezpečnosť a smart domácnosť > IP kamery;ip-kamery-3;9.52;2;VYSOKA
AST-100;https://premiumstore.sk/baterie-lifepo4-12-8v-100ah-solarfam-ast-100-s-vyhrevem-bluetooth#74247;Baterie LiFePO4 12,8V 100Ah SOLARFAM AST-100 s výhřevem, Bluetooth;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
P1513FC;https://premiumstore.sk/prodluzovaci-kabel-emos-p1513fc-3-m-5-zasuvky-s-vypinacem-bilo-sedy-1-usb-a-1-usb-c-1-5-mm2#74244;Prodlužovací kabel EMOS P1513FC / 3 m / 5 zásuvky / s vypínačem / bílo-šedý / 1×USB-A + 1×USB-C / 1,5 mm2;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
Z58311;https://premiumstore.sk/led-zarovka-deco-smoked-g125-e27-4-5-w-19-w-180-lm-flame#73800;Emos LED žárovka DECO SMOKED G125 / E27 / 4,5 W (19 W) / 180 lm / flame;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
Z52311;https://premiumstore.sk/led-zarovka-deco-smoked-g95-e27-4-5-w-19-w-180-lm-flame#73799;Emos LED žárovka DECO SMOKED G95 / E27 / 4,5 W (19 W) / 180 lm / flame;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
Z57311;https://premiumstore.sk/led-zarovka-deco-smoked-st64-e27-4-5-w-19-w-180-lm-flame#73798;Emos LED žárovka DECO SMOKED ST64 / E27 / 4,5 W (19 W) / 180 lm / flame;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
Z55311;https://premiumstore.sk/led-zarovka-deco-smoked-a60-e27-4-5-w-19-w-180-lm-flame#73797;Emos LED žárovka DECO SMOKED A60 / E27 / 4,5 W (19 W) / 180 lm / flame;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D64D;https://premiumstore.sk/led-zarovka-filament-a60-e27-11-w-100-w-1-521-lm-neutralni-bila-stmivatelna#73783;Emos LED žárovka Filament A60 / E27 / 11 W (100 W) / 1 521 lm / neutrální bílá / stmívatelná;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D62D;https://premiumstore.sk/led-zarovka-filament-a60-e27-11-w-100-w-1-521-lm-tepla-bila-stmivatelna#73782;Emos LED žárovka Filament A60 / E27 / 11 W (100 W) / 1 521 lm / teplá bílá / stmívatelná;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
P3326;https://premiumstore.sk/led-nocni-svetlo-emos-p3326-do-zasuvky#73758;LED noční světlo EMOS P3326 do zásuvky;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
P3325;https://premiumstore.sk/led-nocni-svetlo-emos-p3325-medved-nabijeci#73754;LED noční světlo EMOS P3325 medvěd, nabíjecí;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
Z59G01;https://premiumstore.sk/led-zarovka-deco-s123-e27-4-w-16-w-150-lm-flame#73752;Emos LED žárovka DECO S123 / E27 / 4 W (16 W) / 150 lm / flame;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
Z5CS11;https://premiumstore.sk/led-zarovka-deco-g130sra-e27-4-w-22-w-220-lm-flame#73751;Emos LED žárovka DECO G130SRA / E27 / 4 W (22 W) / 220 lm / flame;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
Z5BO11;https://premiumstore.sk/led-zarovka-deco-g130oa-e27-4-w-22-w-220-lm-flame#73750;Emos LED žárovka DECO G130OA / E27 / 4 W (22 W) / 220 lm / flame;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
Z5AI01;https://premiumstore.sk/led-zarovka-deco-t30-e27-2-w-11-w-100-lm-flame#73749;Emos LED žárovka DECO T30/ E27 / 2 W (11 W) / 100 lm / flame;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
Z50B11;https://premiumstore.sk/led-zarovka-deco-cg125a-e27-4-5-w-24-w-240-lm-flame#73748;Emos LED žárovka DECO CG125A / E27 / 4,5 W (24 W) / 240 lm / flame;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
Z59D01;https://premiumstore.sk/led-zarovka-deco-s123-e27-3-5-w-14-w-130-lm-flame#73747;Emos LED žárovka DECO S123 / E27 / 3,5 W (14 W) / 130 lm / flame;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
P4010;https://premiumstore.sk/led-varovny-trojuhelnik-emos-p4010-nabijeci-cob-led-cervena-led#73645;LED varovný trojúhelník EMOS P4010, nabíjecí, COB LED + červená LED;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;14.80;3;VYSOKA
ZQ8E42D;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-7-w-60-w-800-lm-tepla-bila-stmivatelna#73576;Emos LED žárovka Classic MR16 / GU10 / 7 W (60 W) / 800 lm / teplá bílá / stmívatelná;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
P0074;https://premiumstore.sk/zasuvka-emos-p0074-rozbocovaci-1-1-usb-a-1-usb-c-bila#73478;Zásuvka EMOS P0074 rozbočovací 1×, 1×USB-A+1×USB-C, bílá;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
P0076PD;https://premiumstore.sk/zasuvka-emos-p0076pd-rozbocovaci-2-1-usb-a-1-usb-c-bilo-seda#73477;Zásuvka EMOS P0076PD rozbočovací 2×, 1×USB-A+1×USB-C, bílo-šedá;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
P4545;https://premiumstore.sk/nabijeci-svitilna-emos-p4545-cob-led-led-1000-lm-2600-mah#73461;Nabíjecí svítilna EMOS P4545 COB LED + LED, 1000 lm, 2600 mAh;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;9.87;2;VYSOKA
ZF5D54D;https://premiumstore.sk/led-zarovka-filament-a60-e27-7-5-w-75-w-1-055-lm-neutralni-bila-stmivatelna#73381;Emos LED žárovka Filament A60 / E27 / 7,5 W (75 W) / 1 055 lm / neutrální bílá / stmívatelná;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5F52S;https://premiumstore.sk/led-zarovka-classic-a60-e27-10-5-w-75-w-1-060-lm-tepla-bila-krokove-stmivatelna#73380;Emos LED žárovka Classic A60 / E27 / 10,5 W (75 W) / 1 060 lm / teplá bílá /krokově stmívatelná;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D52D;https://premiumstore.sk/led-zarovka-filament-a60-e27-7-5-w-75-w-1-055-lm-tepla-bila-stmivatelna#73379;Emos LED žárovka Filament A60 / E27 / 7,5 W (75 W) / 1 055 lm / teplá bílá / stmívatelná;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZL5F57;https://premiumstore.sk/led-zarovka-basic-a60-e27-11w-75-w-1055-lm-tepla-bila#73192;Emos LED žárovka Basic A60 / E27 / 11W (75 W) / 1055 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
SCC010005050;https://premiumstore.sk/solarni-regulator-pwm-victron-energy-bluesolar-lcd-usb-5a#73171;"Solární regulátor PWM Victron Energy BlueSolar-LCD&amp;USB 5A";HITYshop | ENERGIE | Fotovoltaika | Solární regulátory | PWM;Solárne regulátory PWM;Fotovoltaika a energie > Fotovoltaika > Solárne regulátory > Solárne regulátory PWM;solarne-regulatory-pwm;16.53;2;VYSOKA
SXKD-5E-FTP-LSOHFR-B2ca;https://premiumstore.sk/kabel-utp-cat5e-solarix-sxkd-5e-ftp-lsohfr-b2ca-500m#73035;Kabel UTP CAT5E Solarix SXKD-5E-FTP-LSOHFR-B2ca 500m;;UTP a FTP káble;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;utp-a-ftp-kable;16.13;2;VYSOKA
ZL5F67;https://premiumstore.sk/led-zarovka-emos-zl5f67-basic-a60-e27-15-3w-100-w-1521-lm-tepla-bila#73017;LED žárovka EMOS ZL5F67 Basic A60 / E27 / 15,3W (100 W) / 1521 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZL3F48;https://premiumstore.sk/led-zarovka-basic-candle-e14-8-8-w-60-w-806-lm-neutralni-bila#73016;Emos LED žárovka Basic Candle E14 / 8,8 W (60 W) / 806 lm / Neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZL1F47;https://premiumstore.sk/led-zarovka-basic-mini-globe-e14-8-8-w-60-w-806-lm-tepla-bila#73015;Emos LED žárovka Basic MINI GLOBE E14 / 8,8 W (60 W) / 806 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZL3F47;https://premiumstore.sk/led-zarovka-basic-candle-e14-8-8-w-60-w-806-lm-tepla-bila#73014;Emos LED žárovka Basic Candle E14 / 8,8 W (60 W) / 806 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZGF020P;https://premiumstore.sk/led-zahradni-nastenne-svitidlo-emos-zgf020p-8-8-x-6-7-x-15-3-cm-2-x-gu10-35-w#73000;LED zahradní nástěnné svítidlo EMOS ZGF020P , 8,8 x 6,7 x 15,3 cm, 2 x GU10, 35 W;;GU10 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > GU10 patice;gu10-patice;12.79;2;VYSOKA
ZGF010P;https://premiumstore.sk/led-zahradni-nastenne-svitidlo-emos-zgf010p-8-8-x-6-7-x-8-cm-1-x-gu10-35-w#72999;LED zahradní nástěnné svítidlo EMOS ZGF010P, 8,8 x 6,7 x 8 cm, 1 x GU10, 35 W;;GU10 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > GU10 patice;gu10-patice;12.79;2;VYSOKA
ZGI010P;https://premiumstore.sk/led-zahradni-nastenne-svitidlo-emos-zgi010p-12-8-x-11-x-27-cm-1-x-e27-15-w#72998;LED zahradní nástěnné svítidlo EMOS ZGI010P, 12,8 x 11 x 27 cm, 1 x E27, 15 W;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZGD010P;https://premiumstore.sk/led-venkovni-osvetleni-nastenne-emos-zgd010p-20-8-x-16-x-28-5-cm-1-x-e27-15-w#72997;LED venkovní osvětlení nástěnné EMOS ZGD010P, 20,8 x 16 x 28,5 cm, 1 x E27, 15 W;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
B23865;https://premiumstore.sk/baterie-nabijeci-li-ion-18650-3-7v-3500mah-xtar#72996;Baterie nabíjecí Li-Ion 18650 3,7V/3500mAh XTAR;;Li-Ion nabíjacie akumulátory;Fotovoltaika a energie > Akumulátory a batérie > Li-Ion nabíjacie akumulátory;li-ion-nabijacie-akumulatory;13.25;2;VYSOKA
ZL5F58;https://premiumstore.sk/led-zarovka-emos-zl5f58-basic-a60-e27-11w-75-w-1055-lm-neutralni-bila#72989;LED žárovka EMOS ZL5F58 Basic A60 / E27 / 11W (75 W) / 1055 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZL5F48;https://premiumstore.sk/led-zarovka-emos-zl5f48-basic-a60-e27-8-8-w-60-w-806-lm-neutralni-bila#72988;LED žárovka EMOS ZL5F48 Basic A60 / E27 / 8,8 W (60 W) / 806 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZL5F47;https://premiumstore.sk/led-zarovka-emos-zl5f47-basic-a60-e27-8-8-w-60-w-806-lm-tepla-bila#72987;LED žárovka EMOS ZL5F47 Basic A60 / E27 / 8,8 W (60 W) / 806 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZL1F48;https://premiumstore.sk/led-zarovka-basic-mini-globe-e14-8-8-w-60-w-806-lm-neutralni-bila#72986;Emos LED žárovka Basic MINI GLOBE E14 / 8,8 W (60 W) / 806 lm / Neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
MS10-12(L);https://premiumstore.sk/baterie-lifepo4-12-8v-10ah-mhpower-ms10-12-l-f2-6-3mm#72969;Baterie LiFePO4 12,8V 10Ah MHPower MS10-12(L) F2-6,3mm;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
P3324;https://premiumstore.sk/led-nocni-svetlo-emos-p3324-s-pohybovym-cidlem-na-3x-aaa#72827;LED noční světlo EMOS P3324 s pohybovým čidlem na 3x AAA;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
A6000.6;https://premiumstore.sk/zasuvka-emos-a6000-6-250v-s-usb-a-usb-c-antracit#72819;Zásuvka EMOS A6000.6 250V s USB A+USB C, antracit;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
MS125-12(L);https://premiumstore.sk/baterie-lifepo4-12-8v-125ah-mhpower-ms125-12-l-lc4-m8#72650;Baterie LiFePO4 12,8V 125Ah MHPower MS125-12(L) LC4-M8;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
MS38-12(L);https://premiumstore.sk/baterie-lifepo4-12-8v-38ah-mhpower-ms38-12-l-lc1-m6#72649;Baterie LiFePO4 12,8V 38Ah MHPower MS38-12(L) LC1-M6;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
MS12-12(L);https://premiumstore.sk/baterie-lifepo4-12-8v-12ah-mhpower-ms12-12-l-f2-6-3mm#72648;Baterie LiFePO4 12,8V 12Ah MHPower MS12-12(L) F2-6,3mm;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
MS50-12(L);https://premiumstore.sk/baterie-lifepo4-12-8v-50ah-mhpower-ms50-12-l-lc5-m8#72647;Baterie LiFePO4 12,8V 50Ah MHPower MS50-12(L) LC5-M8;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
MS20-12(L);https://premiumstore.sk/baterie-lifepo4-12-8v-20ah-mhpower-ms20-12-l-lc1-m5#72646;Baterie LiFePO4 12,8V 20Ah MHPower MS20-12(L) LC1-M5;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
ZG172S;https://premiumstore.sk/led-solarni-svitidlo-emos-zg172s-lumi-s-pohybovym-cidlem-bile-neutralni-bila#72600;LED solární svítidlo EMOS ZG172S LUMI s pohybovým čidlem, bílé, neutrální bílá;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
P0211E;https://premiumstore.sk/prodluzovaci-kabel-emos-p0211e-1-4-m-2-zasuvky-2-usb-a-1-usb-c-bily-pvc-1-5-mm2#72591;Prodlužovací kabel EMOS P0211E / 1,4 m / 2 zásuvky+2×USB-A+1×USB-C / bílý / PVC / 1,5 mm2;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
ZG165S;https://premiumstore.sk/led-solarni-svitidlo-emos-zg165s-brixo-s-pohybovym-cidlem-bile-neutralni-bila#72583;LED solární svítidlo EMOS ZG165S BRIXO s pohybovým čidlem, bílé, neutrální bílá;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
ZG161S;https://premiumstore.sk/led-solarni-svitidlo-emos-zg161s-brixo-s-pohybovym-cidlem-bile-neutralni-bila#72581;LED solární svítidlo EMOS ZG161S BRIXO s pohybovým čidlem, bílé, neutrální bílá;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
P0073;https://premiumstore.sk/zasuvka-emos-p0073-rozbocovaci-2-vyp-1-usb-a-1-usb-c-bila#72579;Zásuvka EMOS P0073 rozbočovací 2×, vyp., 1×USB-A+1×USB-C, bílá;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
L150-12-OUT;https://premiumstore.sk/baterie-lifepo4-12-8v-150ah-mhpower-l150-12-out#72538;Baterie LiFePO4 12,8V 150Ah MHPower L150-12-OUT;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
L100-12-OUT;https://premiumstore.sk/baterie-lifepo4-12-8v-100ah-mhpower-l100-12-out#72537;Baterie LiFePO4 12,8V 100Ah MHPower L100-12-OUT;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
ZF1A42;https://premiumstore.sk/led-zarovka-filament-mini-globe-a-class-e14-3-8-w-60-w-806-lm-tepla-bila#72469;Emos LED žárovka Filament Mini Globe  A CLASS/ E14 / 3,8 W (60 W) / 806 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF3A42;https://premiumstore.sk/led-zarovka-filament-svicka-a-class-e14-3-8-w-60-w-806-lm-tepla-bila#72468;Emos LED žárovka Filament svíčka  A CLASS / E14 / 3,8 W (60 W) / 806 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF1A43;https://premiumstore.sk/led-zarovka-filament-mini-globe-a-class-e14-3-8-w-60-w-806-lm-neutralni-bila#72467;Emos LED žárovka Filament Mini Globe  A CLASS/ E14 / 3,8 W (60 W) / 806 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
P3323;https://premiumstore.sk/led-nocni-svetlo-emos-p3323-s-fotosenzorem-do-zasuvky#72429;LED noční světlo EMOS P3323 s fotosenzorem do zásuvky;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
ZF3A43;https://premiumstore.sk/led-zarovka-filament-svicka-a-class-e14-3-8-w-60-w-806-lm-neutralni-bila#72418;Emos LED žárovka Filament svíčka A CLASS / E14 / 3,8 W (60 W) / 806 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
P084256;https://premiumstore.sk/prodluzovaci-kabel-emos-p084256-na-bubnu-25-m-4-zasuvky-guma-230-v-1-0-mm2-ip44#72408;Prodlužovací kabel EMOS P084256 na bubnu 25 m / 4 zásuvky / guma / 230 V / 1,0 mm2 / IP44;;Vypínače a zásuvky GALATEA IP44;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky GALATEA IP44;vypinace-a-zasuvky-galatea-ip44;12.84;2;VYSOKA
ZF1D53;https://premiumstore.sk/led-zarovka-filament-mini-globe-e14-7-w-75-w-1055-lm-neutralni-bila#72394;Emos LED žárovka Filament Mini Globe  / E14 / 7 W (75 W) / 1055 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF3D53;https://premiumstore.sk/led-zarovka-filament-svicka-e14-7-w-75-w-1055-lm-neutralni-bila#72393;Emos LED žárovka Filament svíčka  / E14 / 7 W (75 W) / 1055 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF1D52;https://premiumstore.sk/led-zarovka-filament-mini-globe-e14-7-w-75-w-1055-lm-tepla-bila#72392;Emos LED žárovka Filament Mini Globe  / E14 / 7 W (75 W) / 1055 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF3D52;https://premiumstore.sk/led-zarovka-emos-zf3d52-filament-svicka-e14-7-w-75-w-1055-lm-tepla-bila#72391;LED žárovka EMOS ZF3D52 Filament svíčka  / E14 / 7 W (75 W) / 1055 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZL1F23;https://premiumstore.sk/led-zarovka-basic-mini-globe-e14-5-5-w-40-w-470-lm-tepla-bila-2#72375;Emos LED žárovka Basic Mini Globe / E14 / 5,5 W (40 W) / 470 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
